region,year,group,RRinc,RRmean,cons_2005ppp_pc,gdp_2005ppp_pc,totpop
M. East & N. Africa,1998,5,1068,1557,1589.092,2928.327,28.08268
M. East & N. Africa,1998,6,1263,1557,1589.092,2928.327,28.08268
M. East & N. Africa,1998,7,1504,1557,1589.092,2928.327,28.08268
M. East & N. Africa,1998,8,1836,1557,1589.092,2928.327,28.08268
M. East & N. Africa,1998,9,2409,1557,1589.092,2928.327,28.08268
M. East & N. Africa,1998,10,4837,1557,1589.092,2928.327,28.08268
M. East & N. Africa,2001,1,421,1601,1583.467,3096.742,29.77032
M. East & N. Africa,2001,2,613,1601,1583.467,3096.742,29.77032
M. East & N. Africa,2001,3,753,1601,1583.467,3096.742,29.77032
M. East & N. Africa,2001,4,893,1601,1583.467,3096.742,29.77032
M. East & N. Africa,2001,5,1061,1601,1583.467,3096.742,29.77032
M. East & N. Africa,2001,6,1254,1601,1583.467,3096.742,29.77032
M. East & N. Africa,2001,7,1507,1601,1583.467,3096.742,29.77032
M. East & N. Africa,2001,8,1860,1601,1583.467,3096.742,29.77032
M. East & N. Africa,2001,9,2507,1601,1583.467,3096.742,29.77032
M. East & N. Africa,2001,10,5146,1601,1583.467,3096.742,29.77032
M. East & N. Africa,2007,1,514,1934,1967.226,3801.652,31.32145
M. East & N. Africa,2007,2,747,1934,1967.226,3801.652,31.32145
M. East & N. Africa,2007,3,921,1934,1967.226,3801.652,31.32145
M. East & N. Africa,2007,4,1100,1934,1967.226,3801.652,31.32145
M. East & N. Africa,2007,5,1294,1934,1967.226,3801.652,31.32145
M. East & N. Africa,2007,6,1518,1934,1967.226,3801.652,31.32145
M. East & N. Africa,2007,7,1801,1934,1967.226,3801.652,31.32145
M. East & N. Africa,2007,8,2185,1934,1967.226,3801.652,31.32145
M. East & N. Africa,2007,9,2835,1934,1967.226,3801.652,31.32145
M. East & N. Africa,2007,10,6425,1934,1967.226,3801.652,31.32145
"Russia, C. Asia, SE Europe",1998,1,220,917,1243.001,1674.233,3.652771
"Russia, C. Asia, SE Europe",1998,2,330,917,1243.001,1674.233,3.652771
"Russia, C. Asia, SE Europe",1998,3,434,917,1243.001,1674.233,3.652771
"Russia, C. Asia, SE Europe",1998,4,537,917,1243.001,1674.233,3.652771
"Russia, C. Asia, SE Europe",1998,5,646,917,1243.001,1674.233,3.652771
"Russia, C. Asia, SE Europe",1998,6,767,917,1243.001,1674.233,3.652771
"Russia, C. Asia, SE Europe",1998,7,912,917,1243.001,1674.233,3.652771
"Russia, C. Asia, SE Europe",1998,8,1112,917,1243.001,1674.233,3.652771
"Russia, C. Asia, SE Europe",1998,9,1448,917,1243.001,1674.233,3.652771
"Russia, C. Asia, SE Europe",1998,10,2764,917,1243.001,1674.233,3.652771
"Russia, C. Asia, SE Europe",2003,1,424,1317,1659.323,2035.544,3.612869
"Russia, C. Asia, SE Europe",2003,2,564,1317,1659.323,2035.544,3.612869
"Russia, C. Asia, SE Europe",2003,3,697,1317,1659.323,2035.544,3.612869
"Russia, C. Asia, SE Europe",2003,4,827,1317,1659.323,2035.544,3.612869
"Russia, C. Asia, SE Europe",2003,5,964,1317,1659.323,2035.544,3.612869
"Russia, C. Asia, SE Europe",2003,6,1116,1317,1659.323,2035.544,3.612869
"Russia, C. Asia, SE Europe",2003,7,1300,1317,1659.323,2035.544,3.612869
"Russia, C. Asia, SE Europe",2003,8,1553,1317,1659.323,2035.544,3.612869
"Russia, C. Asia, SE Europe",2003,9,1976,1317,1659.323,2035.544,3.612869
"Russia, C. Asia, SE Europe",2003,10,3752,1317,1659.323,2035.544,3.612869
"Russia, C. Asia, SE Europe",2008,1,660,2192,2486.22,2768.273,3.570107
"Russia, C. Asia, SE Europe",2008,2,925,2192,2486.22,2768.273,3.570107
"Russia, C. Asia, SE Europe",2008,3,1164,2192,2486.22,2768.273,3.570107
"Russia, C. Asia, SE Europe",2008,4,1396,2192,2486.22,2768.273,3.570107
"Russia, C. Asia, SE Europe",2008,5,1633,2192,2486.22,2768.273,3.570107
"Russia, C. Asia, SE Europe",2008,6,1896,2192,2486.22,2768.273,3.570107
"Russia, C. Asia, SE Europe",2008,7,2207,2192,2486.22,2768.273,3.570107
"Russia, C. Asia, SE Europe",2008,8,2630,2192,2486.22,2768.273,3.570107
"Russia, C. Asia, SE Europe",2008,9,3334,2192,2486.22,2768.273,3.570107
"Russia, C. Asia, SE Europe",2008,10,6073,2192,2486.22,2768.273,3.570107
Sub-Saharan Africa,1993,1,85,436,664.1911,916.8538,12.3435
Sub-Saharan Africa,1993,2,139,436,664.1911,916.8538,12.3435
Sub-Saharan Africa,1993,3,180,436,664.1911,916.8538,12.3435
Sub-Saharan Africa,1993,4,222,436,664.1911,916.8538,12.3435
Sub-Saharan Africa,1993,5,269,436,664.1911,916.8538,12.3435
Sub-Saharan Africa,1993,6,324,436,664.1911,916.8538,12.3435
Sub-Saharan Africa,1993,7,392,436,664.1911,916.8538,12.3435
Sub-Saharan Africa,1993,8,487,436,664.1911,916.8538,12.3435
Sub-Saharan Africa,1993,9,650,436,664.1911,916.8538,12.3435
Sub-Saharan Africa,1993,10,1609,436,664.1911,916.8538,12.3435
Sub-Saharan Africa,1999,1,77,316,651.5555,889.9288,14.43074
Sub-Saharan Africa,1999,2,108,316,651.5555,889.9288,14.43074
Sub-Saharan Africa,1999,3,139,316,651.5555,889.9288,14.43074
Sub-Saharan Africa,1999,4,172,316,651.5555,889.9288,14.43074
Sub-Saharan Africa,1999,5,208,316,651.5555,889.9288,14.43074
Sub-Saharan Africa,1999,6,250,316,651.5555,889.9288,14.43074
Sub-Saharan Africa,1999,7,303,316,651.5555,889.9288,14.43074
Sub-Saharan Africa,1999,8,377,316,651.5555,889.9288,14.43074
Sub-Saharan Africa,1999,9,504,316,651.5555,889.9288,14.43074
Sub-Saharan Africa,1999,10,1019,316,651.5555,889.9288,14.43074
Sub-Saharan Africa,2005,1,141,538,642.9654,868.675,16.84248
Sub-Saharan Africa,2005,2,190,538,642.9654,868.675,16.84248
Sub-Saharan Africa,2005,3,236,538,642.9654,868.675,16.84248
Sub-Saharan Africa,2005,4,279,538,642.9654,868.675,16.84248
Sub-Saharan Africa,2005,5,326,538,642.9654,868.675,16.84248
Sub-Saharan Africa,2005,6,376,538,642.9654,868.675,16.84248
Sub-Saharan Africa,2005,7,437,538,642.9654,868.675,16.84248
Sub-Saharan Africa,2005,8,517,538,642.9654,868.675,16.84248
Sub-Saharan Africa,2005,9,643,538,642.9654,868.675,16.84248
Sub-Saharan Africa,2005,10,2234,538,642.9654,868.675,16.84248
Sub-Saharan Africa,2010,1,74,336,633.5196,868.9248,19.54628
Sub-Saharan Africa,2010,2,108,336,633.5196,868.9248,19.54628
Sub-Saharan Africa,2010,3,142,336,633.5196,868.9248,19.54628
Sub-Saharan Africa,2010,4,177,336,633.5196,868.9248,19.54628
Sub-Saharan Africa,2010,5,215,336,633.5196,868.9248,19.54628
Sub-Saharan Africa,2010,6,259,336,633.5196,868.9248,19.54628
Sub-Saharan Africa,2010,7,313,336,633.5196,868.9248,19.54628
Sub-Saharan Africa,2010,8,389,336,633.5196,868.9248,19.54628
Sub-Saharan Africa,2010,9,520,336,633.5196,868.9248,19.54628
Sub-Saharan Africa,2010,10,1166,336,633.5196,868.9248,19.54628
Other Asia,1998,1,93,2460,908.9013,4025.875,0.263867
Other Asia,1998,2,253,2460,908.9013,4025.875,0.263867
Other Asia,1998,3,445,2460,908.9013,4025.875,0.263867
Other Asia,1998,4,679,2460,908.9013,4025.875,0.263867
Other Asia,1998,5,972,2460,908.9013,4025.875,0.263867
Other Asia,1998,6,1358,2460,908.9013,4025.875,0.263867
Other Asia,1998,7,1894,2460,908.9013,4025.875,0.263867
Other Asia,1998,8,2733,2460,908.9013,4025.875,0.263867
Other Asia,1998,9,4332,2460,908.9013,4025.875,0.263867
Other Asia,1998,10,11839,2460,908.9013,4025.875,0.263867
Other Asia,2004,1,574,2118,973.9588,5761.247,0.286665
Other Asia,2004,2,805,2118,973.9588,5761.247,0.286665
Other Asia,2004,3,1036,2118,973.9588,5761.247,0.286665
Other Asia,2004,4,1268,2118,973.9588,5761.247,0.286665
Other Asia,2004,5,1520,2118,973.9588,5761.247,0.286665
Other Asia,2004,6,1806,2118,973.9588,5761.247,0.286665
Other Asia,2004,7,2160,2118,973.9588,5761.247,0.286665
Other Asia,2004,8,2639,2118,973.9588,5761.247,0.286665
Other Asia,2004,9,3433,2118,973.9588,5761.247,0.286665
Other Asia,2004,10,5936,2118,973.9588,5761.247,0.286665
L. America & Carib.,1989,1,439,2728,5027.856,9697.029,81.0101
L. America & Carib.,1989,2,1298,2728,5027.856,9697.029,81.0101
L. America & Carib.,1989,3,1803,2728,5027.856,9697.029,81.0101
L. America & Carib.,1989,4,2231,2728,5027.856,9697.029,81.0101
L. America & Carib.,1989,5,2627,2728,5027.856,9697.029,81.0101
L. America & Carib.,1989,6,3006,2728,5027.856,9697.029,81.0101
L. America & Carib.,1989,7,3374,2728,5027.856,9697.029,81.0101
L. America & Carib.,1989,8,3745,2728,5027.856,9697.029,81.0101
L. America & Carib.,1989,9,4133,2728,5027.856,9697.029,81.0101
L. America & Carib.,1989,10,4621,2728,5027.856,9697.029,81.0101
L. America & Carib.,1994,1,389,3501,5671.454,10681.85,89.1097
L. America & Carib.,1994,2,788,3501,5671.454,10681.85,89.1097
L. America & Carib.,1994,3,1096,3501,5671.454,10681.85,89.1097
L. America & Carib.,1994,4,1428,3501,5671.454,10681.85,89.1097
L. America & Carib.,1994,5,1796,3501,5671.454,10681.85,89.1097
L. America & Carib.,1994,6,2265,3501,5671.454,10681.85,89.1097
L. America & Carib.,1994,7,2836,3501,5671.454,10681.85,89.1097
L. America & Carib.,1994,8,3760,3501,5671.454,10681.85,89.1097
L. America & Carib.,1994,9,5448,3501,5671.454,10681.85,89.1097
L. America & Carib.,1994,10,15205,3501,5671.454,10681.85,89.1097
L. America & Carib.,1998,1,184,2747,6329.404,11030.45,97.00194
L. America & Carib.,1998,2,552,2747,6329.404,11030.45,97.00194
L. America & Carib.,1998,3,852,2747,6329.404,11030.45,97.00194
L. America & Carib.,1998,4,1157,2747,6329.404,11030.45,97.00194
L. America & Carib.,1998,5,1461,2747,6329.404,11030.45,97.00194
L. America & Carib.,1998,6,1838,2747,6329.404,11030.45,97.00194
L. America & Carib.,1998,7,2357,2747,6329.404,11030.45,97.00194
L. America & Carib.,1998,8,3000,2747,6329.404,11030.45,97.00194
L. America & Carib.,1998,9,4469,2747,6329.404,11030.45,97.00194
L. America & Carib.,1998,10,11601,2747,6329.404,11030.45,97.00194
L. America & Carib.,2004,1,430,3499,7286.769,11959.3,103.9026
L. America & Carib.,2004,2,906,3499,7286.769,11959.3,103.9026
L. America & Carib.,2004,3,1253,3499,7286.769,11959.3,103.9026
L. America & Carib.,2004,4,1602,3499,7286.769,11959.3,103.9026
L. America & Carib.,2004,5,1963,3499,7286.769,11959.3,103.9026
L. America & Carib.,2004,6,2397,3499,7286.769,11959.3,103.9026
L. America & Carib.,2004,7,2960,3499,7286.769,11959.3,103.9026
L. America & Carib.,2004,8,3870,3499,7286.769,11959.3,103.9026
L. America & Carib.,2004,9,5517,3499,7286.769,11959.3,103.9026
L. America & Carib.,2004,10,14089,3499,7286.769,11959.3,103.9026
L. America & Carib.,2008,1,448,3704,8114.927,12892.78,110.6272
L. America & Carib.,2008,2,959,3704,8114.927,12892.78,110.6272
L. America & Carib.,2008,3,1334,3704,8114.927,12892.78,110.6272
L. America & Carib.,2008,4,1708,3704,8114.927,12892.78,110.6272
L. America & Carib.,2008,5,2112,3704,8114.927,12892.78,110.6272
L. America & Carib.,2008,6,2604,3704,8114.927,12892.78,110.6272
L. America & Carib.,2008,7,3234,3704,8114.927,12892.78,110.6272
L. America & Carib.,2008,8,4156,3704,8114.927,12892.78,110.6272
L. America & Carib.,2008,9,5853,3704,8114.927,12892.78,110.6272
L. America & Carib.,2008,10,14636,3704,8114.927,12892.78,110.6272
"Russia, C. Asia, SE Europe",1998,1,751,2305,3815.566,6829.693,1.992404
"Russia, C. Asia, SE Europe",1998,2,1203,2305,3815.566,6829.693,1.992404
"Russia, C. Asia, SE Europe",1998,3,1471,2305,3815.566,6829.693,1.992404
"Russia, C. Asia, SE Europe",1998,4,1708,2305,3815.566,6829.693,1.992404
"Russia, C. Asia, SE Europe",1998,5,1943,2305,3815.566,6829.693,1.992404
"Russia, C. Asia, SE Europe",1998,6,2199,2305,3815.566,6829.693,1.992404
"Russia, C. Asia, SE Europe",1998,7,2483,2305,3815.566,6829.693,1.992404
"Russia, C. Asia, SE Europe",1998,8,2838,2305,3815.566,6829.693,1.992404
"Russia, C. Asia, SE Europe",1998,9,3352,2305,3815.566,6829.693,1.992404
"Russia, C. Asia, SE Europe",1998,10,5104,2305,3815.566,6829.693,1.992404
"Russia, C. Asia, SE Europe",2003,1,804,3322,4225.333,7247.01,2.027819
"Russia, C. Asia, SE Europe",2003,2,1213,3322,4225.333,7247.01,2.027819
"Russia, C. Asia, SE Europe",2003,3,1595,3322,4225.333,7247.01,2.027819
"Russia, C. Asia, SE Europe",2003,4,1970,3322,4225.333,7247.01,2.027819
"Russia, C. Asia, SE Europe",2003,5,2362,3322,4225.333,7247.01,2.027819
"Russia, C. Asia, SE Europe",2003,6,2804,3322,4225.333,7247.01,2.027819
"Russia, C. Asia, SE Europe",2003,7,3329,3322,4225.333,7247.01,2.027819
"Russia, C. Asia, SE Europe",2003,8,4043,3322,4225.333,7247.01,2.027819
"Russia, C. Asia, SE Europe",2003,9,5246,3322,4225.333,7247.01,2.027819
"Russia, C. Asia, SE Europe",2003,10,9858,3322,4225.333,7247.01,2.027819
"Russia, C. Asia, SE Europe",2008,1,788,3533,6019.508,9146.609,2.052524
"Russia, C. Asia, SE Europe",2008,2,1123,3533,6019.508,9146.609,2.052524
"Russia, C. Asia, SE Europe",2008,3,1466,3533,6019.508,9146.609,2.052524
"Russia, C. Asia, SE Europe",2008,4,1830,3533,6019.508,9146.609,2.052524
"Russia, C. Asia, SE Europe",2008,5,2233,3533,6019.508,9146.609,2.052524
"Russia, C. Asia, SE Europe",2008,6,2703,3533,6019.508,9146.609,2.052524
"Russia, C. Asia, SE Europe",2008,7,3296,3533,6019.508,9146.609,2.052524
"Russia, C. Asia, SE Europe",2008,8,4126,3533,6019.508,9146.609,2.052524
"Russia, C. Asia, SE Europe",2008,9,5582,3533,6019.508,9146.609,2.052524
"Russia, C. Asia, SE Europe",2008,10,12181,3533,6019.508,9146.609,2.052524
Sub-Saharan Africa,1994,1,56,287,555.2266,655.6137,9.313042
Sub-Saharan Africa,1994,2,77,287,555.2266,655.6137,9.313042
Sub-Saharan Africa,1994,3,99,287,555.2266,655.6137,9.313042
Sub-Saharan Africa,1994,4,125,287,555.2266,655.6137,9.313042
Sub-Saharan Africa,1994,5,155,287,555.2266,655.6137,9.313042
Sub-Saharan Africa,1994,6,192,287,555.2266,655.6137,9.313042
Sub-Saharan Africa,1994,7,241,287,555.2266,655.6137,9.313042
Sub-Saharan Africa,1994,8,313,287,555.2266,655.6137,9.313042
Sub-Saharan Africa,1994,9,443,287,555.2266,655.6137,9.313042
Sub-Saharan Africa,1994,10,1167,287,555.2266,655.6137,9.313042
Sub-Saharan Africa,2001,1,128,499,611.8526,825.4999,12.3801
Sub-Saharan Africa,2001,2,178,499,611.8526,825.4999,12.3801
Sub-Saharan Africa,2001,3,228,499,611.8526,825.4999,12.3801
Sub-Saharan Africa,2001,4,281,499,611.8526,825.4999,12.3801
Sub-Saharan Africa,2001,5,339,499,611.8526,825.4999,12.3801
Sub-Saharan Africa,2001,6,407,499,611.8526,825.4999,12.3801
Sub-Saharan Africa,2001,7,492,499,611.8526,825.4999,12.3801
Sub-Saharan Africa,2001,8,610,499,611.8526,825.4999,12.3801
Sub-Saharan Africa,2001,9,812,499,611.8526,825.4999,12.3801
Sub-Saharan Africa,2001,10,1517,499,611.8526,825.4999,12.3801
Sub-Saharan Africa,2006,1,161,590,518.9305,902.9191,14.45999
Sub-Saharan Africa,2006,2,223,590,518.9305,902.9191,14.45999
Sub-Saharan Africa,2006,3,284,590,518.9305,902.9191,14.45999
Sub-Saharan Africa,2006,4,345,590,518.9305,902.9191,14.45999
Sub-Saharan Africa,2006,5,410,590,518.9305,902.9191,14.45999
Sub-Saharan Africa,2006,6,485,590,518.9305,902.9191,14.45999
Sub-Saharan Africa,2006,7,575,590,518.9305,902.9191,14.45999
Sub-Saharan Africa,2006,8,700,590,518.9305,902.9191,14.45999
Sub-Saharan Africa,2006,9,912,590,518.9305,902.9191,14.45999
Sub-Saharan Africa,2006,10,1801,590,518.9305,902.9191,14.45999
"Russia, C. Asia, SE Europe",2005,1,1168,3235,4198.695,8238.358,0.6275
"Russia, C. Asia, SE Europe",2005,2,1582,3235,4198.695,8238.358,0.6275
"Russia, C. Asia, SE Europe",2005,3,1934,3235,4198.695,8238.358,0.6275
"Russia, C. Asia, SE Europe",2005,4,2264,3235,4198.695,8238.358,0.6275
"Russia, C. Asia, SE Europe",2005,5,2591,3235,4198.695,8238.358,0.6275
"Russia, C. Asia, SE Europe",2005,6,2950,3235,4198.695,8238.358,0.6275
"Russia, C. Asia, SE Europe",2005,7,3367,3235,4198.695,8238.358,0.6275
"Russia, C. Asia, SE Europe",2005,8,3917,3235,4198.695,8238.358,0.6275
"Russia, C. Asia, SE Europe",2005,9,4813,3235,4198.695,8238.358,0.6275
"Russia, C. Asia, SE Europe",2005,10,7760,3235,4198.695,8238.358,0.6275
"Russia, C. Asia, SE Europe",2008,1,1538,4307,7948.909,10546.4,0.629185
"Russia, C. Asia, SE Europe",2008,2,2124,4307,7948.909,10546.4,0.629185
"Russia, C. Asia, SE Europe",2008,3,2610,4307,7948.909,10546.4,0.629185
"Russia, C. Asia, SE Europe",2008,4,3045,4307,7948.909,10546.4,0.629185
"Russia, C. Asia, SE Europe",2008,5,3480,4307,7948.909,10546.4,0.629185
"Russia, C. Asia, SE Europe",2008,6,3937,4307,7948.909,10546.4,0.629185
"Russia, C. Asia, SE Europe",2008,7,4471,4307,7948.909,10546.4,0.629185
"Russia, C. Asia, SE Europe",2008,8,5169,4307,7948.909,10546.4,0.629185
"Russia, C. Asia, SE Europe",2008,9,6310,4307,7948.909,10546.4,0.629185
"Russia, C. Asia, SE Europe",2008,10,10389,4307,7948.909,10546.4,0.629185
Other Asia,2002,1,324,1083,1193.894,2335.1,2.485177
Other Asia,2002,2,485,1083,1193.894,2335.1,2.485177
Other Asia,2002,3,601,1083,1193.894,2335.1,2.485177
Other Asia,2002,4,715,1083,1193.894,2335.1,2.485177
Other Asia,2002,5,842,1083,1193.894,2335.1,2.485177
Other Asia,2002,6,977,1083,1193.894,2335.1,2.485177
Other Asia,2002,7,1136,1083,1193.894,2335.1,2.485177
Other Asia,2002,8,1366,1083,1193.894,2335.1,2.485177
Other Asia,2002,9,1715,1083,1193.894,2335.1,2.485177
Other Asia,2002,10,2669,1083,1193.894,2335.1,2.485177
Other Asia,2007,1,611,2021,1615.768,3324.185,2.667474
Other Asia,2007,2,858,2021,1615.768,3324.185,2.667474
Other Asia,2007,3,1050,2021,1615.768,3324.185,2.667474
Other Asia,2007,4,1247,2021,1615.768,3324.185,2.667474
Other Asia,2007,5,1469,2021,1615.768,3324.185,2.667474
Other Asia,2007,6,1720,2021,1615.768,3324.185,2.667474
Other Asia,2007,7,2026,2021,1615.768,3324.185,2.667474
Other Asia,2007,8,2453,2021,1615.768,3324.185,2.667474
Other Asia,2007,9,3164,2021,1615.768,3324.185,2.667474
Other Asia,2007,10,5610,2021,1615.768,3324.185,2.667474
Sub-Saharan Africa,1996,1,80,360,389.2818,415.9574,17.29552
Sub-Saharan Africa,1996,2,123,360,389.2818,415.9574,17.29552
Sub-Saharan Africa,1996,3,156,360,389.2818,415.9574,17.29552
Sub-Saharan Africa,1996,4,190,360,389.2818,415.9574,17.29552
Sub-Saharan Africa,1996,5,228,360,389.2818,415.9574,17.29552
Sub-Saharan Africa,1996,6,271,360,389.2818,415.9574,17.29552
Sub-Saharan Africa,1996,7,325,360,389.2818,415.9574,17.29552
Sub-Saharan Africa,1996,8,402,360,389.2818,415.9574,17.29552
Sub-Saharan Africa,1996,9,531,360,389.2818,415.9574,17.29552
Sub-Saharan Africa,1996,10,1294,360,389.2818,415.9574,17.29552
Sub-Saharan Africa,2002,1,93,439,433.4856,577.9198,19.72101
Sub-Saharan Africa,2002,2,145,439,433.4856,577.9198,19.72101
Sub-Saharan Africa,2002,3,183,439,433.4856,577.9198,19.72101
Sub-Saharan Africa,2002,4,221,439,433.4856,577.9198,19.72101
Sub-Saharan Africa,2002,5,262,439,433.4856,577.9198,19.72101
Sub-Saharan Africa,2002,6,311,439,433.4856,577.9198,19.72101
Sub-Saharan Africa,2002,7,374,439,433.4856,577.9198,19.72101
Sub-Saharan Africa,2002,8,461,439,433.4856,577.9198,19.72101
Sub-Saharan Africa,2002,9,618,439,433.4856,577.9198,19.72101
Sub-Saharan Africa,2002,10,1721,439,433.4856,577.9198,19.72101
Sub-Saharan Africa,2007,1,108,558,538.2116,727.2224,22.3329
Sub-Saharan Africa,2007,2,184,558,538.2116,727.2224,22.3329
Sub-Saharan Africa,2007,3,238,558,538.2116,727.2224,22.3329
Sub-Saharan Africa,2007,4,291,558,538.2116,727.2224,22.3329
Sub-Saharan Africa,2007,5,350,558,538.2116,727.2224,22.3329
Sub-Saharan Africa,2007,6,418,558,538.2116,727.2224,22.3329
Sub-Saharan Africa,2007,7,502,558,538.2116,727.2224,22.3329
Sub-Saharan Africa,2007,8,620,558,538.2116,727.2224,22.3329
Sub-Saharan Africa,2007,9,822,558,538.2116,727.2224,22.3329
Sub-Saharan Africa,2007,10,2051,558,538.2116,727.2224,22.3329
Sub-Saharan Africa,1987,1,104,732,1392.179,1822.795,1.892328
Sub-Saharan Africa,1987,2,205,732,1392.179,1822.795,1.892328
Sub-Saharan Africa,1987,3,301,732,1392.179,1822.795,1.892328
Sub-Saharan Africa,1987,4,395,732,1392.179,1822.795,1.892328
Sub-Saharan Africa,1987,5,493,732,1392.179,1822.795,1.892328
Sub-Saharan Africa,1987,6,604,732,1392.179,1822.795,1.892328
Sub-Saharan Africa,1987,7,737,732,1392.179,1822.795,1.892328
Sub-Saharan Africa,1987,8,919,732,1392.179,1822.795,1.892328
Sub-Saharan Africa,1987,9,1221,732,1392.179,1822.795,1.892328
Sub-Saharan Africa,1987,10,2339,732,1392.179,1822.795,1.892328
Sub-Saharan Africa,1993,1,174,850,915.24,1782.219,2.166948
Sub-Saharan Africa,1993,2,264,850,915.24,1782.219,2.166948
Sub-Saharan Africa,1993,3,331,850,915.24,1782.219,2.166948
Sub-Saharan Africa,1993,4,399,850,915.24,1782.219,2.166948
Sub-Saharan Africa,1993,5,474,850,915.24,1782.219,2.166948
Sub-Saharan Africa,1993,6,564,850,915.24,1782.219,2.166948
Sub-Saharan Africa,1993,7,681,850,915.24,1782.219,2.166948
Sub-Saharan Africa,1993,8,849,850,915.24,1782.219,2.166948
Sub-Saharan Africa,1993,9,1154,850,915.24,1782.219,2.166948
Sub-Saharan Africa,1993,10,3613,850,915.24,1782.219,2.166948
